"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Female","Loyal Customer",44,"Business travel","Eco",899,"2","2","2","2","4","5","5","2","2","2","2","1","2","5",41,24,"satisfied"
"Male","Loyal Customer",68,"Personal Travel","Eco",272,"4","4","4","3","1","4","3","1","2","2","4","2","3","1",0,2,"satisfied"
"Male","Loyal Customer",47,"Personal Travel","Eco",368,"2","4","2","4","2","2","2","2","1","4","3","2","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business travel","Business",544,"4","4","4","4","2","5","4","5","5","4","5","3","5","4",71,84,"satisfied"
"Male","Loyal Customer",55,"Business travel","Business",447,"3","3","3","3","4","5","4","5","5","5","5","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",54,"Business travel","Eco",479,"4","1","1","1","4","4","4","4","1","2","5","4","4","4",14,13,"satisfied"
"Male","Loyal Customer",50,"Business travel","Business",3353,"2","2","2","2","4","4","5","5","5","5","5","3","5","3",0,2,"satisfied"
"Female","Loyal Customer",58,"Business travel","Eco Plus",1224,"5","2","2","2","4","5","1","4","4","5","4","2","4","4",52,56,"satisfied"
"Male","Loyal Customer",47,"Business travel","Eco",391,"1","1","1","1","1","1","1","1","2","1","2","4","2","1",21,17,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Business travel","Eco",557,"2","4","2","1","1","2","1","1","4","4","5","3","4","1",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Eco",329,"2","5","3","5","4","3","3","2","2","2","2","4","2","3",84,71,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Business travel","Business",2911,"2","2","3","2","4","3","4","4","4","5","5","5","3","4",1,25,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",3929,"4","4","4","4","4","5","4","3","3","4","3","3","3","5",3,0,"satisfied"
"Male","Loyal Customer",43,"Business travel","Eco",266,"4","3","3","3","4","4","4","4","3","5","1","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Eco",2358,"4","4","4","4","1","3","1","4","4","4","4","3","4","5",1,0,"satisfied"
"Male","Loyal Customer",46,"Business travel","Business",3934,"2","2","2","2","5","5","4","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","Loyal Customer",31,"Business travel","Business",655,"4","4","4","4","5","5","5","5","5","3","5","5","5","5",24,26,"satisfied"
"Female","Loyal Customer",52,"Business travel","Eco",102,"5","2","2","2","1","3","5","5","5","5","5","4","5","3",0,3,"satisfied"
"Female","Loyal Customer",47,"Business travel","Eco",738,"3","2","2","2","3","4","4","2","2","3","2","3","2","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",1009,"2","4","2","4","2","2","5","2","1","2","1","1","1","2",3,32,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",2720,"3","1","3","3","4","4","5","2","2","2","2","4","2","3",11,13,"satisfied"
"Male","disloyal Customer",28,"Business travel","Business",405,"5","5","5","1","3","5","3","3","5","4","5","3","4","3",14,11,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",674,"2","2","2","2","4","5","4","5","5","5","5","3","5","4",37,41,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",3876,"1","1","1","1","2","3","3","1","1","1","1","1","1","1",33,30,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",235,"4","4","4","4","2","5","4","5","5","4","5","4","5","5",106,92,"satisfied"
"Male","Loyal Customer",38,"Business travel","Business",859,"3","1","1","1","5","3","3","3","3","3","3","2","3","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",383,"1","2","1","3","3","1","3","3","2","3","4","4","3","3",0,8,"neutral or dissatisfied"
"Female","Loyal Customer",46,"Business travel","Business",3109,"2","2","2","2","5","2","3","2","2","2","2","2","2","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",35,"Business travel","Business",1212,"2","2","2","5","2","2","2","2","3","3","4","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Eco Plus",1020,"2","4","4","4","2","2","2","2","1","2","4","2","3","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",63,"Business travel","Business",237,"3","3","3","3","3","5","4","5","5","5","5","4","5","5",0,1,"satisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",1747,"2","5","2","1","2","2","2","2","4","2","4","3","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",247,"3","4","4","4","5","3","3","3","3","3","3","1","3","1",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",43,"Business travel","Business",2342,"5","5","5","3","5","2","2","4","3","5","5","2","3","2",0,0,"satisfied"
"Male","Loyal Customer",18,"Personal Travel","Eco",533,"4","3","1","4","5","1","5","5","3","3","3","4","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Business",2549,"1","1","1","1","2","3","1","4","4","5","5","4","4","1",0,0,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",1587,"3","3","3","3","2","5","4","4","4","4","4","5","4","5",64,54,"satisfied"
"Male","Loyal Customer",22,"Personal Travel","Eco",1325,"3","5","3","2","3","3","3","4","2","5","4","3","3","3",97,143,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",1939,"3","3","3","3","5","4","5","4","4","4","4","5","4","4",71,78,"satisfied"
"Male","Loyal Customer",48,"Business travel","Business",2762,"5","5","5","5","4","5","5","5","5","5","5","4","5","4",41,26,"satisfied"
"Male","Loyal Customer",35,"Business travel","Eco",230,"2","5","5","5","2","2","2","2","2","1","2","5","3","2",0,0,"satisfied"
"Female","Loyal Customer",41,"Business travel","Business",1532,"4","4","4","4","4","5","5","4","4","4","4","4","4","3",0,0,"satisfied"
"Male","Loyal Customer",14,"Personal Travel","Eco",1269,"5","5","5","5","5","5","5","5","4","3","4","4","5","5",6,0,"satisfied"
"Male","Loyal Customer",54,"Personal Travel","Eco",414,"1","2","1","4","1","4","4","3","4","4","4","4","1","4",178,165,"neutral or dissatisfied"
"Male","Loyal Customer",34,"Business travel","Business",2643,"5","5","5","5","3","2","5","3","3","4","3","2","3","1",0,0,"satisfied"
"Male","Loyal Customer",58,"Business travel","Business",338,"5","4","5","5","4","5","5","5","5","5","5","4","5","5",8,3,"satisfied"
"Male","Loyal Customer",57,"Personal Travel","Eco",931,"3","4","3","3","4","3","4","4","4","5","4","3","5","4",0,13,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Business travel","Business",432,"4","1","4","4","4","5","5","5","5","5","5","5","5","3",8,10,"satisfied"
"Female","Loyal Customer",47,"Business travel","Business",2454,"1","1","1","1","2","5","5","4","4","4","4","3","4","4",0,1,"satisfied"
"Female","Loyal Customer",28,"Personal Travel","Eco",680,"4","5","4","1","4","4","2","4","3","2","4","5","4","4",3,1,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Eco",611,"1","5","5","5","1","1","1","1","1","1","4","4","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Business travel","Business",919,"2","2","2","2","3","4","5","5","5","5","5","3","5","3",0,7,"satisfied"
"Female","disloyal Customer",39,"Business travel","Business",328,"2","2","2","3","2","2","2","2","3","3","4","3","4","2",16,21,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",2586,"3","3","3","3","4","4","4","5","2","5","4","4","3","4",47,47,"satisfied"
"Female","disloyal Customer",30,"Business travel","Business",846,"2","2","2","3","3","2","3","3","2","2","4","3","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",2086,"0","0","0","3","3","5","4","2","2","2","2","4","2","3",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",1990,"3","3","3","3","2","5","4","5","5","5","5","4","5","5",10,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Eco Plus",1521,"2","4","4","4","5","4","4","2","2","2","2","3","2","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business travel","Business",602,"2","2","2","2","5","5","5","5","5","5","5","3","5","5",0,0,"satisfied"
"Male","Loyal Customer",46,"Business travel","Business",2790,"2","1","1","1","4","3","3","2","2","2","2","4","2","2",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",135,"2","2","4","2","3","5","4","4","4","4","4","3","4","3",0,0,"satisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",836,"1","4","1","1","4","1","4","4","4","3","4","3","5","4",28,32,"neutral or dissatisfied"
"Male","Loyal Customer",63,"Personal Travel","Eco",909,"4","3","4","4","5","4","5","5","2","2","3","3","3","5",3,4,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",3920,"3","3","3","3","3","4","4","4","4","4","4","3","4","4",0,25,"satisfied"
"Female","Loyal Customer",37,"Business travel","Business",419,"4","4","4","4","2","3","1","5","5","5","5","4","5","1",0,0,"satisfied"
"Female","Loyal Customer",25,"Personal Travel","Eco",920,"5","5","5","3","1","5","1","1","2","2","1","3","5","1",54,43,"satisfied"
"Male","Loyal Customer",59,"Business travel","Business",802,"1","1","1","1","2","5","5","3","3","3","3","4","3","4",0,0,"satisfied"
"Male","Loyal Customer",57,"Business travel","Eco",591,"4","4","4","4","4","4","4","4","5","5","4","1","5","4",1,0,"satisfied"
"Male","Loyal Customer",25,"Business travel","Business",3037,"3","5","5","5","3","3","3","3","3","2","2","1","3","3",15,0,"neutral or dissatisfied"
"Male","Loyal Customer",33,"Business travel","Business",1697,"3","4","4","4","3","2","3","3","1","5","4","1","3","3",0,13,"neutral or dissatisfied"
"Male","disloyal Customer",55,"Business travel","Business",200,"4","5","5","1","2","4","2","2","4","5","5","5","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Personal Travel","Eco",929,"4","4","4","3","5","4","5","5","3","2","5","3","5","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Personal Travel","Eco",2586,"3","2","3","3","3","3","5","2","4","2","4","5","3","5",1,0,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Business travel","Eco",721,"5","5","5","2","5","5","4","5","1","2","3","2","3","5",0,0,"satisfied"
"Male","disloyal Customer",24,"Business travel","Business",948,"4","4","4","2","2","4","2","2","5","3","4","4","5","2",23,13,"satisfied"
"Female","disloyal Customer",27,"Business travel","Business",1310,"3","3","3","3","4","3","4","4","4","5","5","5","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",27,"Personal Travel","Eco",899,"3","1","4","2","4","4","2","4","2","1","2","1","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",2919,"2","2","2","2","3","5","5","4","4","4","4","5","4","4",0,0,"satisfied"
"Male","Loyal Customer",21,"Business travel","Business",545,"1","1","3","1","5","5","5","5","2","2","2","4","4","5",0,0,"satisfied"
"Female","Loyal Customer",49,"Business travel","Eco",214,"2","2","2","2","5","3","4","3","3","2","3","2","3","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",42,"Business travel","Eco",1013,"1","1","1","3","3","1","3","3","1","1","4","4","3","3",8,0,"neutral or dissatisfied"
"Female","Loyal Customer",13,"Personal Travel","Business",589,"1","5","1","4","3","1","3","3","3","1","1","1","3","3",23,19,"neutral or dissatisfied"
"Female","disloyal Customer",37,"Business travel","Eco Plus",251,"3","3","3","2","2","3","2","2","4","2","3","4","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",57,"Business travel","Business",237,"2","4","4","4","2","4","4","2","2","2","2","3","2","2",58,58,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Personal Travel","Eco",337,"2","5","2","1","5","2","5","5","5","4","5","3","4","5",15,4,"neutral or dissatisfied"
"Male","disloyal Customer",22,"Business travel","Eco Plus",143,"4","1","3","4","3","3","3","3","4","2","3","3","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",2342,"5","5","5","5","5","5","5","5","5","5","4","5","4","5",34,40,"satisfied"
"Female","Loyal Customer",56,"Business travel","Business",3835,"4","4","4","4","2","5","5","4","4","4","4","4","4","3",0,2,"satisfied"
"Female","disloyal Customer",24,"Business travel","Business",496,"5","0","5","2","2","5","2","2","2","3","4","3","3","2",0,2,"satisfied"
"Female","Loyal Customer",31,"Business travel","Business",2342,"3","5","5","5","3","3","3","3","4","3","2","3","3","3",23,9,"neutral or dissatisfied"
"Male","Loyal Customer",67,"Business travel","Business",2226,"4","4","4","4","1","3","3","4","4","4","4","1","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",78,"Business travel","Eco",299,"4","1","1","1","3","3","3","4","4","4","4","1","4","1",81,69,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",446,"4","5","4","4","5","4","5","4","4","4","4","3","4","3",3,0,"satisfied"
"Female","Loyal Customer",57,"Business travel","Eco Plus",308,"3","5","4","5","4","3","3","3","3","3","3","3","3","2",11,13,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Business",335,"5","2","5","4","3","5","3","3","4","3","5","3","5","3",6,0,"satisfied"
"Male","Loyal Customer",22,"Personal Travel","Business",612,"2","4","2","3","1","2","1","1","5","5","4","3","4","1",8,4,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Personal Travel","Eco",376,"1","5","1","1","2","4","5","4","4","1","4","3","4","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",12,"Personal Travel","Eco",737,"1","5","1","2","2","1","2","2","4","5","5","4","4","2",3,1,"neutral or dissatisfied"
"Male","Loyal Customer",28,"Business travel","Business",1337,"3","3","3","3","4","4","4","4","4","4","5","4","4","4",15,0,"satisfied"
"Male","Loyal Customer",47,"Personal Travel","Eco",2300,"2","4","2","2","5","2","5","5","3","4","3","4","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",20,"Business travel","Business",792,"3","3","3","3","4","4","4","4","3","3","1","1","3","4",6,0,"satisfied"
"Male","disloyal Customer",26,"Business travel","Eco",406,"3","5","3","4","3","3","3","5","5","4","1","3","4","3",149,138,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Personal Travel","Eco",571,"2","5","2","2","4","4","5","4","4","2","4","3","4","4",7,5,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",240,"3","4","3","4","2","3","2","2","3","2","4","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Business travel","Eco Plus",419,"0","3","0","3","3","0","3","3","1","3","4","4","1","3",0,0,"satisfied"
"Male","Loyal Customer",40,"Personal Travel","Eco",116,"1","4","1","4","5","1","5","5","4","4","4","5","2","5",0,10,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Business",2694,"4","4","4","4","2","4","4","4","4","5","4","4","4","5",0,1,"satisfied"
"Male","Loyal Customer",11,"Personal Travel","Eco Plus",2565,"2","5","2","2","5","2","5","5","5","2","3","5","5","5",27,NA,"neutral or dissatisfied"
"Female","disloyal Customer",18,"Business travel","Eco",328,"3","1","3","4","5","3","5","5","3","5","4","4","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Business travel","Business",711,"2","5","5","5","3","4","4","2","2","1","2","1","2","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Eco",806,"2","2","2","2","4","2","4","4","4","4","5","5","4","4",7,5,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",163,"1","1","1","1","4","4","4","4","4","5","4","5","4","4",0,2,"satisfied"
"Female","Loyal Customer",42,"Business travel","Business",1055,"1","1","1","1","2","5","4","3","3","4","3","5","3","5",0,1,"satisfied"
"Female","disloyal Customer",37,"Business travel","Eco",306,"3","1","3","4","3","3","3","3","4","4","3","3","4","3",0,13,"neutral or dissatisfied"
"Female","Loyal Customer",62,"Business travel","Business",446,"3","3","3","3","3","3","2","5","5","5","5","2","5","3",0,0,"satisfied"
"Female","Loyal Customer",52,"Business travel","Business",600,"1","1","1","1","2","5","5","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",48,"Business travel","Business",2225,"3","1","1","1","3","4","3","3","3","3","3","4","3","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",214,"1","1","1","1","2","5","4","4","4","4","5","5","4","5",5,0,"satisfied"
"Male","disloyal Customer",25,"Business travel","Eco",1171,"4","4","4","4","4","4","4","4","3","5","5","5","4","4",0,9,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",1825,"1","2","3","3","4","2","3","1","1","1","1","2","1","3",0,12,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Personal Travel","Eco",1750,"1","2","1","2","5","1","5","5","2","2","3","1","2","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",49,"Business travel","Business",2302,"2","1","1","1","4","3","3","2","2","2","2","3","2","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",57,"Business travel","Business",258,"0","0","0","1","4","4","4","3","3","3","3","3","3","3",7,7,"satisfied"
"Male","Loyal Customer",41,"Business travel","Eco",539,"5","5","5","5","5","5","5","5","1","3","4","2","1","5",0,0,"satisfied"
"Male","Loyal Customer",18,"Personal Travel","Eco",667,"3","5","3","5","5","3","1","5","4","2","1","3","3","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",59,"Business travel","Eco",756,"3","3","3","3","4","3","4","4","2","4","2","2","1","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",237,"2","5","2","1","4","2","4","4","4","3","4","3","4","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",39,"Business travel","Eco",637,"3","5","3","5","3","3","3","3","4","3","2","3","2","3",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",47,"Business travel","Business",300,"1","2","2","2","1","4","4","1","1","1","1","4","1","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",53,"Business travel","Eco",608,"5","5","5","5","4","4","4","5","5","5","5","2","5","1",0,0,"satisfied"
"Male","Loyal Customer",42,"Business travel","Business",2065,"2","2","2","2","5","4","5","5","5","5","5","4","5","3",0,0,"satisfied"
"Female","Loyal Customer",56,"Business travel","Eco",1222,"5","5","5","5","2","5","2","5","5","5","5","1","5","5",0,0,"satisfied"
"Female","Loyal Customer",46,"Business travel","Business",2427,"3","5","5","5","1","2","2","3","3","4","3","2","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Personal Travel","Eco Plus",1389,"2","3","2","3","5","4","1","5","5","2","5","2","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",41,"Business travel","Business",2522,"1","1","1","1","4","3","3","1","1","1","1","4","1","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",40,"Business travel","Business",102,"3","3","3","2","5","3","4","5","2","3","2","2","1","5",26,33,"neutral or dissatisfied"
"Female","Loyal Customer",45,"Personal Travel","Eco",448,"0","1","0","4","1","4","3","5","5","0","5","2","5","1",0,0,"satisfied"
"Male","Loyal Customer",31,"Business travel","Business",612,"1","1","1","1","3","4","3","3","5","2","4","2","4","3",15,6,"satisfied"
"Male","Loyal Customer",41,"Personal Travel","Eco",228,"3","5","3","1","1","3","1","1","5","2","4","5","4","1",0,3,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",1145,"5","5","5","5","2","4","5","4","4","4","4","4","4","3",1,0,"satisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",90,"2","2","2","3","2","2","2","2","2","3","3","3","3","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",42,"Personal Travel","Eco",1085,"3","4","3","3","4","3","4","4","3","5","5","4","4","4",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",10,"Personal Travel","Eco",738,"4","5","4","3","4","4","4","4","4","4","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Business",771,"3","4","4","3","3","5","5","3","3","4","4","5","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",54,"Business travel","Eco Plus",236,"3","4","3","3","5","2","4","2","2","3","2","4","2","3",0,6,"satisfied"
"Male","Loyal Customer",49,"Business travel","Business",2383,"5","5","5","5","2","5","5","5","5","5","5","4","5","4",29,43,"satisfied"
"Male","Loyal Customer",60,"Business travel","Eco Plus",241,"1","4","4","4","1","1","1","1","1","3","3","2","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",1440,"3","3","3","3","4","5","5","2","2","2","2","5","2","4",13,28,"satisfied"
"Female","disloyal Customer",47,"Business travel","Eco",247,"1","1","1","1","4","1","4","4","4","2","2","2","2","4",0,6,"neutral or dissatisfied"
"Male","disloyal Customer",16,"Business travel","Eco",862,"3","3","3","3","5","3","5","5","2","5","3","3","3","5",21,25,"neutral or dissatisfied"
"Female","Loyal Customer",7,"Personal Travel","Eco",687,"4","5","4","1","5","4","5","5","3","5","4","5","5","5",0,0,"satisfied"
"Male","Loyal Customer",37,"Business travel","Eco",1407,"1","1","1","1","1","1","1","1","3","5","4","1","4","1",49,71,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business travel","Business",364,"3","4","3","3","5","5","5","5","5","2","1","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",64,"Personal Travel","Eco",116,"2","3","2","1","1","3","3","4","4","2","4","5","4","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",20,"Business travel","Eco",197,"2","3","2","3","2","2","2","2","1","1","3","3","3","2",47,54,"neutral or dissatisfied"
"Male","Loyal Customer",45,"Personal Travel","Eco",501,"1","3","1","4","4","1","4","4","3","3","3","5","5","4",116,86,"neutral or dissatisfied"
"Male","Loyal Customer",32,"Business travel","Eco",907,"4","2","2","2","4","4","4","4","3","5","4","2","4","4",9,14,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",589,"0","0","0","3","5","0","5","5","2","2","5","5","2","5",0,0,"satisfied"
"Male","disloyal Customer",9,"Business travel","Eco",621,"1","3","1","2","3","1","3","3","3","2","2","2","2","3",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Personal Travel","Eco",423,"1","0","1","3","1","4","4","3","2","5","5","4","5","4",184,195,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",2568,"1","1","5","1","4","3","4","1","1","1","1","1","1","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",641,"2","5","2","3","4","2","4","4","5","3","4","4","5","4",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",29,"Business travel","Eco",1071,"2","2","2","3","2","5","5","2","2","4","3","5","3","5",0,7,"neutral or dissatisfied"
"Female","Loyal Customer",11,"Business travel","Business",1182,"3","3","3","3","5","5","5","5","4","5","5","3","5","5",0,0,"satisfied"
"Female","Loyal Customer",45,"Business travel","Business",1927,"4","4","5","4","2","5","5","4","4","4","4","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",27,"Personal Travel","Eco",135,"4","0","4","3","3","4","3","3","1","4","5","3","4","3",0,0,"satisfied"
"Male","Loyal Customer",46,"Business travel","Eco",425,"1","2","2","2","1","1","1","1","4","5","4","2","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",29,"Business travel","Business",3801,"3","3","3","3","4","4","4","4","3","4","5","4","3","4",6,0,"satisfied"
"Female","disloyal Customer",21,"Business travel","Eco",991,"2","2","2","4","1","2","1","1","2","1","3","4","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Business travel","Business",1660,"3","2","2","2","3","3","3","3","4","3","4","4","4","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",54,"Business travel","Business",333,"4","4","4","4","2","4","5","5","5","5","5","5","5","5",0,0,"satisfied"
"Female","Loyal Customer",23,"Personal Travel","Eco",628,"2","5","2","4","4","2","4","4","4","3","5","5","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",38,"Personal Travel","Eco",2174,"3","0","3","5","2","3","3","2","4","5","5","5","4","2",2,15,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Business travel","Business",569,"1","0","0","4","3","0","3","3","1","5","3","1","3","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",1448,"3","3","3","4","5","3","5","5","4","3","4","4","3","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",8,"Personal Travel","Eco",255,"2","0","2","1","5","2","5","5","5","3","4","5","4","5",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",59,"Business travel","Eco",429,"2","2","2","2","3","2","3","3","1","3","3","3","2","3",19,14,"neutral or dissatisfied"
"Female","disloyal Customer",24,"Business travel","Eco",783,"2","2","2","2","3","2","3","3","1","2","5","1","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",52,"Business travel","Business",3976,"1","1","1","1","2","5","4","5","5","4","5","3","5","4",5,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Business",3137,"4","4","4","4","4","5","1","4","4","4","4","2","4","5",0,0,"satisfied"
"Male","disloyal Customer",29,"Business travel","Eco",1020,"4","4","4","4","4","4","4","4","1","4","3","3","3","4",3,0,"neutral or dissatisfied"
"Female","Loyal Customer",16,"Personal Travel","Eco",404,"4","2","4","4","1","4","1","1","2","2","4","1","3","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",542,"3","4","3","5","4","3","4","4","5","2","5","3","5","4",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",27,"Business travel","Eco",945,"3","3","3","2","3","3","3","3","2","1","4","1","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",26,"Personal Travel","Eco",1303,"2","5","2","3","5","2","5","5","3","3","5","3","5","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",230,"3","2","3","4","3","4","4","5","5","3","5","4","5","3",5,11,"neutral or dissatisfied"
"Male","disloyal Customer",20,"Business travel","Eco",469,"3","3","3","3","4","3","4","4","3","3","2","1","3","4",29,13,"neutral or dissatisfied"
"Male","Loyal Customer",31,"Business travel","Business",3166,"4","4","4","4","4","4","4","4","3","1","1","3","1","4",0,0,"satisfied"
"Male","Loyal Customer",50,"Business travel","Eco",495,"5","5","5","5","5","5","5","5","4","4","1","5","3","5",6,5,"satisfied"
"Male","Loyal Customer",65,"Personal Travel","Eco",236,"3","2","3","3","1","3","1","1","3","2","2","2","2","1",2,0,"neutral or dissatisfied"
"Female","Loyal Customer",59,"Business travel","Business",1971,"2","1","1","1","3","4","4","2","2","3","2","1","2","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",38,"Business travel","Business",1514,"5","5","5","4","3","5","3","3","5","3","5","3","5","3",0,1,"satisfied"
"Male","Loyal Customer",58,"Personal Travel","Eco Plus",1986,"3","4","3","1","1","3","1","1","5","1","4","3","2","1",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Business travel","Business",2063,"2","4","4","4","2","2","2","1","1","4","3","2","4","2",122,164,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Business travel","Business",2392,"1","2","2","2","3","1","2","1","1","1","1","3","1","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",22,"Personal Travel","Eco",1119,"2","4","2","5","2","2","2","2","4","4","5","4","4","2",4,0,"neutral or dissatisfied"
"Male","Loyal Customer",44,"Personal Travel","Eco",2007,"2","4","2","2","4","2","4","4","5","2","3","3","4","4",17,9,"neutral or dissatisfied"
